kdkec,status
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,OPEN
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,OPEN
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,OPEN
010,SUBMITTED BY Pencacah
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,SUBMITTED BY Pencacah
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
010,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
020,OPEN
